latitude,longitude
54.042597335478085,23.311277345165113
53.84499458239108,23.89541235422686
53.85812704039705,24.16667774814861
54.2161720062892,23.624515309497305
54.048025458969505,23.52652957756667
53.03982968469648,23.52125077214619
54.44906287408405,24.3960526207204
54.89441120089235,23.962138438983743
54.30856969703119,24.260560693446475
53.776504568469896,23.50752796964247
53.39315107098788,24.987610880303716
54.41849096092467,24.085982165456283
53.01065904103283,24.97078747773237
53.31020113771781,24.050085448592824
54.58255515647466,23.50926484460195
53.37493956578257,24.853428487960826
53.81830537171594,23.716045869118698
53.888987462368334,24.11119940531688
54.9501050318087,24.58918067933599
53.112889757523874,24.743792830775067
53.3121991841752,23.959156715995423
54.74128834032766,24.450655436587965
54.684592781294455,24.861824870675413
53.34683143500355,23.827517318910925
53.78212543313158,24.815107505975607
54.187416605003946,23.858886070001486
53.96008000228818,24.08999540415585
53.56846474571728,23.104050832728145
53.50459154084686,24.602222085375313
53.12209992666864,23.36898855761733
53.78119838413792,23.194910171307132
53.292060810651854,24.622579426114026
53.49623785342593,24.68500584814857
53.58032977477729,24.956524173432406
54.41264700902608,24.12690547075598
54.950496479935545,23.8870845306924
53.89090122418757,24.703512869043504
53.14708291619476,23.11470195532534
54.76185727300241,23.1439828658487
54.75723961351137,23.806911375987312
53.73711074708585,24.540376056607784
53.54117019800063,23.76618211550267
54.792808952067446,23.943965648321285
54.89548123291982,24.22879135787584
53.732781464895,23.80573195165485
53.39173198895698,24.32605481562488
54.01438338258408,24.93538895277532
54.520465503383555,23.668457742263737
53.07482947488753,23.36594410618988
53.00523068712465,24.744306136562212
54.080535557785524,24.372595366417443
53.79414925473438,24.681395684354207
54.3393813049686,24.41600894031565
54.755451816340724,23.731281180029946
53.31952517372749,23.48799090319345
54.33948465790751,23.004916028208434
53.839374550845,24.78907975876261
54.82286711263763,24.77385783844547
53.8127544507334,24.420360858339926
54.73425335204163,24.328926170352947
53.12040895953355,23.847092516157527
54.62134838513834,24.558538770220323
54.27846818652006,23.963796126868935
53.8022811998827,23.1528613910519
53.36110943737595,23.621299041300073
54.61259643770681,23.99222935992326
53.22598615246611,23.22149216303452
54.83698977508705,24.891959187128567
53.056815107647516,23.691787001968866
54.45527368934632,24.569724826902092
53.64344355654505,23.126569492651043
53.141310552868546,24.17703709423839
54.54413491051126,24.00626465133297
54.60968924451276,24.9904206930002
54.13030645501469,24.18751377023016
53.247137947787714,23.405653034833854
54.21438877607132,23.651126772223964
53.09843337400037,24.177486055360177
54.65319594091659,23.540158913658768
53.109172223903755,23.645702402094784
54.603465533409704,24.23822176499152
53.295102588020484,23.796046782403984
54.27515516304802,24.653258941686655
54.233482212554605,23.14147619758552
53.513064282839494,23.830589314929327
54.01130149622504,24.52382923054155
53.73056805252377,24.73124027558686
54.21638162606752,24.696793243233806
54.99274895638381,24.115584398964838
54.10508098675099,24.10231292453725
53.81322427277148,24.822542365648516
54.275987953082804,23.070728378223826
53.214304579949825,24.788811703743853
53.89025083235407,23.897587947990335
54.79577371514972,24.699745225733107
53.237901098081856,23.03195379980109
54.29319435195752,23.975750740479594
54.84045371855055,24.704113482398252
54.036440479995356,23.548712682618035
53.832470325947085,23.152278500414873
